ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
129,17222709,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,PLAN DE CONTROL DE EXÓTICAS,30000.0,179
130,17222799,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,OTROS TRABAJOS REALIZADOS POR EMPRESAS Y PROFESIONALES,82910.83,180
131,17222998,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,GASTOS VIVERO INSULAR Y CENTRO RECUPERACIÓN DE FAUNA,10000.0,181
132,17223020,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INDEMNIZACIÓN POR RAZÓN DEL SERVICIO,1000.0,182
133,17223300,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INDEMNIZACIÓN INCENDIOS Y EMERGENCIAS,20000.0,183
134,17235800,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING),24800.0,184
135,17260200,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,CENTRO DE VISITANTES CUEVA DE LAS PALOMAS EQUIPAMIENTO,74532.0,185
136,17260201,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,CONSTRUCCIÓN ALBERGUES,15000.0,186
137,17261100,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INVERSIONES MEDIO AMBIENTE,689327.24,187
138,17261101,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INVERSIONES MEDIO AMBIENTE Y SERVICIOS FORESTALES,100000.0,188
139,17264800,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,CUOTAS NETAS DE INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING),60000.0,189
140,17922611,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,DÍAS M. AMBIENTE Y ÁRBOL,700.0,190
141,17923300,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,GASTO FUNCIONAMIENTO PATRONATO ESPACIOS NATURALES,1000.0,191
142,17948100,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,PREMIOS INSULARES MEDIO AMBIENTE,2000.0,192
143,17948902,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,CONVENIO FEDERACIÓN INSULAR DE CAZA COLABORACIÓN EN MATERIA CINEGÉTICA,70300.0,193
144,17948903,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,SUBVENCIÓN SOCIEDADES PROTECTORAS DE ANIMALES,25000.0,194
145,17960000,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,ADQUISICIÓN TERRENOS ALBERGUE ANIMALES,30000.0,195
146,17962700,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,ALBERGUES ANIMALES,20000.0,196
147,21116102,SERVICIOS SOCIALES,PENSIONES,PREMIO JUBILACIÓN/CONSTANCIA,189900.0,197
148,21116103,SERVICIOS SOCIALES,PENSIONES,PENSIONES ,525000.0,198
149,21116104,SERVICIOS SOCIALES,PENSIONES,INDEMNIZACIÓN AL PERSONAL LABORAL POR JUBILACIÓN ANTICIPADA,84104.66,199
150,21116105,SERVICIOS SOCIALES,PENSIONES,COMPLEMENTO FAMILIAR DE PENSIONISTAS,10000.0,200
151,22116008,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,FONDO DE CONTINGENCIA SOCIAL,90000.0,201
152,22116200,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,FORMACIÓN DEL PERSONAL,25000.0,202
153,22116204,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,ACCIÓN SOCIAL,10000.0,203
154,22116205,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,SEGURO COLECTIVO ACUNSA,110000.0,204
155,22116206,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,AYUDAS AL ESTUDIO DEL PERSONAL,105000.0,205
156,22116400,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,COMPLEMENTO FAMILIAR,40000.0,206
157,22148900,SERVICIOS SOCIALES,OTRAS PREST. ECON A FAVOR EMPLEADOS,APORTACIÓN REPRESENTANTES SINDICALES,26613.9,207
158,23012000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO A1,46844.73,208
159,23012001,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO A2,40856.56,209
160,23012003,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO C1,10331.14,210
161,23012004,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO C2,34723.07,211
162,23012006,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,TRIENIOS,21621.96,212
163,23012100,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,COMPLEMENTO DE DESTINO,84439.37,213
164,23012101,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,COMPLEMENTO ESPECÍFICO,106390.84,214
165,23012103,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,OTROS COMPLEMENTOS,73124.35,215
166,23013000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,RETRIBUCIONES BÁSICA PERSONAL LABORAL FIJO,215180.99,216
167,23013002,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,321734.08,217
168,23013102,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES, RETRIBUCIONES PERSONAL LABORAL TEMPORAL MUJERES VÍCTIMAS VIOLENCIA,235305.78,218
169,23013104,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES, RETRIB. PERSONAL LABORAL TEMPORAL ATENCIÓN SOC-SANIT ÁREA DISCAP.,501045.72,219
170,23015000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,PRODUCTIVIDAD,4494.72,220
171,23016000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SEGURIDAD SOCIAL,545033.34,221
172,23022000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,222
173,23022001,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100.0,223
174,23022300,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,TRANSPORTES Y MENSAJERÍAS,200.0,224
175,23022602,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,PUBLICIDAD Y PROPAGANDA,5000.0,225
176,23062700,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,INVERSIONES SERVICIOS SOCIALES,5000.0,226
177,23122608,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"GASTOS PROGR ""VIDA ACTIVA"" PARA MAYORES",25000.0,227
178,23122610,SERVICIOS SOCIALES,ACCIÓN SOCIAL,GASTOS CORRIENTES TUTELAS Y CURATELAS,100000.0,228
179,23122615,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PLAN DE ATENCIÓN SOCIOSANITARIA-DEPENDENCIA,230000.0,229
180,23122616,SERVICIOS SOCIALES,ACCIÓN SOCIAL,MUJERS VÍCTIMAS VIOLENCIA Y PROTECC. INTEGRAL MUJERES,117510.0,230
181,23122617,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PROGRAMA DE PREPARACIÓN PARA LA VIDA INDEPENDIENTES DE JOVENES,15000.0,231
182,23122707,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"PRESTACIÓN DE SERVICIO DE MEDIACIÓN FAMILIAR, INTERVENCIÓN FAMILIAR Y PUNTOS DE ENCUENTRO",20000.0,232
183,23122709,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERVICIOS MENORES,1014000.0,233
184,23122710,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERVICIOS RESPIRO FAMILIAR MENORES,103200.0,234
185,23122711,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERV. ATENCIÓN PLAYAS PERSONAS,26835.6,235
186,23122712,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERV. PERSONAS DISCAPACIDAD MUSICOTERAPIA,21386.3,236
187,23122713,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"PRESTACIÓN SERV. ACCESIBILIDAD BIENES, INMUEBLES Y OBRAS",18000.0,237
188,23146200,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. A AYTOS. DE LA ISLA DE LA PALMA DESARROLLO OBJETIVOS PLAN INTEGRAL DEL MENOR,100000.0,238
189,23146204,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDA FOMENTO INSERCIÓN LABORAL PERSONAS CON DISCAPACIDAD,12000.0,239
190,23148001,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDAS DE EMERGENCIA SOCIAL,350000.0,240
191,23148002,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOCIACIÓN ESPAÑOLA CONTRA EL CANCER. ATENCIÓN INTEGRAL A LOS PACIENTES ONCOLÓGICOS DE LA PALMA,20000.0,241
192,23148004,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PLAN GERONTOLÓGICO-AYUDA ASOC./CENTRO MAYORES,85000.0,242
193,23148006,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDAS EC.-FONDO DE EMERGENCIA SOCIAL MUJER,17533.0,243
194,23148007,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"AYUDAS ECONÓMICAS A LAS ASOC,INSTITUC Y ENTIDADES SIN ANIMO DE LUCRO QUE REALICEN PROYECTOS DE CARÁCTER SOCIAL",28000.0,244
195,23148008,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONV. ASOC. ADFILPA. ATENCIÓN INTEGRAL A PRESONAS CON DISCAPACIDAD FÍSICA,47233.34,245
196,23148009,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONV. AFA-LA PALMA. ATENCIÓN INTEGRAL A PERSONAS CON ALZHEIMER Y DEMENCIA,67582.17,246
197,23148010,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOCIACIÓN AFEM. ATENCIÓN INTEGRAL A PERSONAS CON ENFERMEDAD MENTAL,34936.52,247
198,23148011,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO AMPA EL DORADOR. ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD INTELECTUAL Y FÍSICA,4078.54,248
199,23148012,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOCIACIÓN BESAY. ATENCIÓN INTEGRAL A NIÑOS/AS CON NECESIDADES EDUCATIVAS ESPECIALES ,22882.75,249
200,23148013,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO CENTRO ESPECIAL DE EMPLEO DESTILADERA. ATENCIÓN INTEGRAL PERSONAS DISCAPACIDAD INTELECTUAL ,48903.3,250
351,31222000,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,MATERIAL DE OFICINA ,1100.0,251
352,31222002,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,MATERIAL INFORMÁTICO NO INVENTARIABLE,400.0,252
353,31222102,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,GAS HOSPITAL,10000.0,253
354,31222103,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,COMBUSTIBLES Y CARBURANTES HOSPITAL,1200.0,254
355,31222104,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,SUMINISTRO VESTUARIO HOSPITAL,10000.0,255
356,31222105,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTOS ALIMENTICIOS HOSPITAL,200000.0,256
357,31222106,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTOS FARMACÉUTICOS HOSPITAL,300000.0,257
358,31222110,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTOS DE LIMPIEZA Y ASEO HOSPITAL,40000.0,258
359,31222300,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,TRANSPORTES Y MENSAJERÍA,150.0,259
360,31222606,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,"JORNADAS, CURSOS, CONFERENCIAS Y REUNIONES SANIDAD",6000.0,260
361,31222610,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,TERAPIA OCUPACIONAL Y ACTIVIDADES HOSPITAL,4500.0,261
362,31222699,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,OTROS GASTOS DIVERSOS HOSPITAL,50000.0,262
363,31262500,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,ADQUISIC. MOBILIARIO Y ENSERES,10000.0,263
364,31262501,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,ADQUISICIÓN OTROS BIENES INVENTARIABLES,20000.0,264
365,31262702,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,OBRA ACONDICIONAMIENTO SALUD MENTAL Y LARGA ESTANCIA HOSPITAL DE DOLORES,25568.04,265
366,31348900,EDUACIÓN,ACCIONES PÚBLICAS RELATIVAS A LA SALUD,ASOCIACIÓN PALMERA TRATAMIENTO Y PREVENCIÓN TOXICOMANÍA,54000.0,266
367,32148900,EDUACIÓN,EDUCACIÓN PREESCOLAR Y PRIMARIA,SUBV. COLECTIVO ESCUELAS UNITARIAS ZONA ESTE LA PALMA. ROMERÍA DEL DÍA DE CANARIAS,2500.0,267
368,32148901,EDUACIÓN,EDUCACIÓN PREESCOLAR Y PRIMARIA,SUBV. PROYECTOS AMPAS POR PARTICIPACIÓN EN EVENTOS EDUCATIVOS,6000.0,268
369,32148903,EDUACIÓN,EDUCACIÓN PREESCOLAR Y PRIMARIA,SUBV. AMPA COLEGIO VELHOCO SANTA CRUZ DE LA PALMA EXPERIENCIA COMEDOR ESCOLAR,5000.0,269
370,32648100,EDUACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,AYUDAS AL ESTUDIO Y ENSEÑANZA,341000.0,270
371,32648101,EDUACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,AYUDAS ESTUDIANTES EN LAS RESIDENCIA/COLEGIOS ULL Y ULPG,184000.0,271
372,32648102,EDUACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,BECAS DE INMERSIÓN LINGÜÍSTICA,180000.0,272
373,32648103,EDUACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,BECAS GRADO I.T.O.P,9000.0,273
374,32822001,EDUACIÓN,PROMOCIÓN EDUCATIVA,LIBROS ESCUELA ENFERMERÍA ,6000.0,274
375,32822603,EDUACIÓN,PROMOCIÓN EDUCATIVA,PUBLICACION EN DIARIOS OFICIALES,500.0,275
376,32822606,EDUACIÓN,PROMOCIÓN EDUCATIVA,CURSOS DE FORMACIÓN EDUCATIVA,160000.0,276
377,32822608,EDUACIÓN,PROMOCIÓN EDUCATIVA,ACTIVIDADES EDUCATIVAS,35000.0,277
378,32822611,EDUACIÓN,PROMOCIÓN EDUCATIVA,CONVENIO COLABORACIÓN ULL MÁSTER EN DESARROLLO REGIONAL,12000.0,278
379,32822612,EDUACIÓN,PROMOCIÓN EDUCATIVA,CONVENIO COLABORACIÓN ULL TITULACIÓN POSGRADO EN AGRICULTURA ECOLÓGICA ,11250.0,279
380,32822699,EDUACIÓN,PROMOCIÓN EDUCATIVA,OTROS GASTOS DIVERSOS,1500.0,280
381,32822706,EDUACIÓN,PROMOCIÓN EDUCATIVA,PUBLICACIONES,6000.0,281
382,32825000,EDUACIÓN,PROMOCIÓN EDUCATIVA,IMPLANTACIÓN NUEVAS TITULACIONES 2017-2018,25000.0,282
383,32841000,EDUACIÓN,PROMOCIÓN EDUCATIVA,APORTACIÓN A LA ESCUELA INSULAR DE MÚSICA,1100000.0,283
384,32842400,EDUACIÓN,PROMOCIÓN EDUCATIVA,SUBVENCIÓN UNED LA PALMA GASTOS FUNCIONAMIENTO,210000.0,284
385,32845390,EDUACIÓN,PROMOCIÓN EDUCATIVA,SUBV. ULL CÁTEDRA DE DESARROLLO INSULAR CABILDO DE LA PALMA ULL,30000.0,285
386,32848900,EDUACIÓN,PROMOCIÓN EDUCATIVA,SUBV. FUNDACION DR. MORALES BECAS,2500.0,286
387,32848902,EDUACIÓN,PROMOCIÓN EDUCATIVA,SUBV. SOCIEDAD ESPAÑOLA DE ESTUDIOS CLÁSICOS ORGANIZACIÓN VELADAS CLÁSICAS,3000.0,287
388,32848903,EDUACIÓN,PROMOCIÓN EDUCATIVA,SUBV. ASOCIACIÓN CANARIA DE JUEGOS DE ESTRATEGIA-ACAJE-APRENDER JUGANDO-IES,8000.0,288
389,32862501,EDUACIÓN,PROMOCIÓN EDUCATIVA,ADQUISICIÓN OTROS BIENES INVENTARIABLES,2000.0,289
390,32862600,EDUACIÓN,PROMOCIÓN EDUCATIVA,EQUIPOS PARA PROCESOS DE INFORMACIÓN,1000.0,290
391,32862701,EDUACIÓN,PROMOCIÓN EDUCATIVA,INVERSIONES INSTALACIONES EDUCACIÓN,3000.0,291
392,32862702,EDUACIÓN,PROMOCIÓN EDUCATIVA,OBRAS EN LA ESCUELA INSULAR DE MÚSICA,59920.0,292
393,32878900,EDUACIÓN,PROMOCIÓN EDUCATIVA,SUBVENCIÓN RADIO ECCA PROYECTO ECCA ONLINE,15000.0,293
394,33012000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUELDOS GRUPO A1,31229.82,294
395,33012001,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUELDOS GRUPO A2,68094.27,295
396,33012004,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUELDOS GRUPO C2,26042.3,296
397,33012006,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,TRIENIOS,31617.45,297
398,33012100,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,COMPLEMENTO DE DESTINO,79162.77,298
399,33012101,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,COMPLEMENTO ESPECÍFICO,98587.7,299
400,33012103,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,OTROS COMPLEMENTOS,76532.66,300
251,23346223,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. PUNTALLANA RESIDENCIA MAYORES GASTOS MANTENIMIENTO,517133.35,301
252,23346224,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA CENTRO DÍA MAYORES GASTOS MANTENIMIENTO,110151.0,302
253,23346225,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA BAJA CENTRO DÍA MAYORES GASTOS MANTENIMIENTO,93982.08,303
254,23346226,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. PUNTALLANA CENTRO DÍA MAYORES GASTOS MANTENIMIENTO,62654.72,304
255,23348900,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO ORDEN HOSPITALARIA SAN JUAN DE DIOS GASTOS MANTENIMIENTO,80811.0,305
256,23348904,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN CANARIA TABURIENTE ESPECIAL CTRO.OCUPAC.TABURIENTE GASTO MANTENIMIENTO,182528.0,306
257,23348905,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN ISONORTE CENTRO OC.LA TRAVIESA GASTO MANTENIMIENTO,68448.0,307
258,23348906,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN ISONORTE CENTRO OC.LA TISERA GASTO MANTENIMIENTO,159712.0,308
259,23348907,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN CANARIA SOLIDARIDAD LA PALMA. RESID. MAYORES LOS LLANOS GASTOS MANTENIMIENTO,148069.15,309
260,23348908,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO ASOC. NIÑOS ESPECIALES DE LA PALMA. CENTRO DE DÍA DISCAPACIDAD,140988.0,310
261,23362700,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CENTRO SOCIOSANITARIO LAS NIEVES,108900.0,311
262,23362701,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,INV PLAN ATENCIÓN SOCIO-SANITARIA-DEPENDENCIA,25000.0,312
263,23365000,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONSTRUCCIÓN RESIDENCIA MAYORES DE GARAFÍA,68566.05,313
264,23376206,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. DE TIJARAFE EQUIPAMIENTO RESIDENCIA DE MAYORES ,338633.51,314
265,23376207,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. SAN ANDRÉS Y SAUCES EQUIPAMIENTO RESIDENCIA Y CENTRO DE ESTANCIA DIURNA DE MAYORES,317000.0,315
266,23376208,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. BREÑA ALTA EQUIPAMIENTO AMPLIACIÓN RESIDENCIA DISCAPACIDAD ,25000.0,316
267,23512001,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,SUELDOS GRUPO A2,13618.85,317
268,23512100,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,COMPLEMENTO DE DESTINO,7920.65,318
269,23512101,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,COMPLEMENTO ESPECÍFICO,8394.98,319
270,23512103,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTROS COMPLEMENTOS,5384.67,320
271,23513000,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS, RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,1264899.05,321
272,23513002,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1962111.24,322
273,23513100,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,456332.3,323
274,23515000,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,PRODUCTIVIDAD,23222.72,324
275,23515100,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,GRATIFICACIONES ,145612.92,325
276,23516000,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,SEGURIDAD SOCIAL,1309350.0,326
277,23522105,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,PRODUCTOS ALIMENTICIOS,345000.0,327
278,23522699,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTROS GASTOS DIVERSOS,300000.0,328
279,23562700,RESIDENCIA PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,INVERSIONES RESIDENCIA DE PENSIONISTAS,21781.0,329
280,24112000,EMPLEO,FOMENTO DE EMPLEO,SUELDOS GRUPO A1,15614.91,330
281,24112004,EMPLEO,FOMENTO DE EMPLEO,SUELDOS GRUPO C2,17361.54,331
282,24112006,EMPLEO,FOMENTO DE EMPLEO,TRIENIOS,5501.7,332
283,24112100,EMPLEO,FOMENTO DE EMPLEO,COMPLEMENTO DE DESTINO,22861.05,333
284,24112101,EMPLEO,FOMENTO DE EMPLEO,COMPLEMENTO ESPECÍFICO,30726.14,334
285,24112103,EMPLEO,FOMENTO DE EMPLEO,OTROS COMPLEMENTOS FUNCIONARIOS,18411.81,335
286,24113000,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,89853.83,336
287,24113002,EMPLEO,FOMENTO DE EMPLEO,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,146048.6,337
288,24113003,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES FIMAC (INTERREG MAC 2014-2020),48520.63,338
289,24114302,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES APOYO A LA INSERCIÓN LA PALMA SI,30858.24,339
290,24114304,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES E INDEMNIZACIÓN PLAN DE EMPLEO SOCIAL FDCAN/CONTROL DEL PS 2017 (1ª FASE),95711.49,340
291,24114305,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PLAN DE EMPLEO SOCIAL FDCAN/CONTROL DEL PS 2018 (2ª FASE),467000.0,341
292,24114306,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES GARANTÍA JUVENIL 2017/2018,117110.0,342
293,24114307,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES GARANTÍA JUVENIL 2018,40000.0,343
294,24114308,EMPLEO,FOMENTO DE EMPLEO,INDEMNIZACIONES TÉCNICOS GARANTÍA JUVENIL LA PALMA SI,1600.0,344
295,24114309,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PRODAE,9000.0,345
296,24115000,EMPLEO,FOMENTO DE EMPLEO,PRODUCTIVIDAD ,1498.24,346
297,24116000,EMPLEO,FOMENTO DE EMPLEO,SEGURIDAD SOCIAL,314655.66,347
298,24120400,EMPLEO,FOMENTO DE EMPLEO,RENTING VEHÍCULO DESTINADO PLAN EMPLEO SOCIAL FDCAN CONTROL P.S. - FDCAN 2017/18,19913.52,348
299,24120701,EMPLEO,FOMENTO DE EMPLEO,RENTING VEHICULOS EMPLEO,7000.0,349
300,24121400,EMPLEO,FOMENTO DE EMPLEO,REPARACIÓN Y MANTENIMIENTO VEHÍCULOS,4000.0,350
201,23148014,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO FUNCASOR LA PALMA. ATENCIÓN INTEGRAL A PERSONAS SORDAS,66414.92,351
202,23148015,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOC. NIÑOS ESPECIALES DE LA PALMA. ATENCIÓN INTEGRAL A PERSONAS DISCAPC INTELECTURAL Y FIS,48485.78,352
